customer_id,recency,frequency,monetary,r_score,f_score,m_score,segment
C01743,95,8,53201.950000000004,2,5,5,At Risk
C01744,141,5,16257.07,2,3,2,At Risk
C01745,230,7,29454.59,1,4,3,At Risk
C01746,233,4,13824.970000000001,1,2,1,Regular
C01747,30,4,26032.58,4,2,3,New / Promising
C01748,10,12,48737.979999999996,5,5,5,Champions
C01749,44,5,18374.55,4,3,2,Loyal
C01750,53,5,32793.55,3,3,4,Loyal
C01751,58,6,26471.61,3,3,3,Loyal
C01752,110,7,27938.559999999998,2,4,3,At Risk
C01753,88,8,78785.21,2,5,5,At Risk
C01754,177,7,33692.76,1,4,4,At Risk
C01755,87,5,32025.65,2,3,4,At Risk
C01756,390,1,1599.0,1,1,1,Regular
C01757,172,2,5981.62,1,1,1,Regular
C01758,2,13,48656.81,5,5,5,Champions
C01759,12,11,93896.81,5,5,5,Champions
C01760,29,5,17490.7,4,3,2,Loyal
C01761,12,4,11902.76,5,2,1,New / Promising
C01762,35,5,21882.27,4,3,2,Loyal
C01763,146,3,6279.54,2,1,1,Regular
C01764,258,6,32946.91,1,3,4,At Risk
C01765,53,6,11301.06,3,3,1,Loyal
C01766,7,8,58129.57,5,5,5,Champions
C01767,500,1,4609.08,1,1,1,Regular
C01768,56,10,50228.51,3,5,5,Loyal
C01769,295,5,12123.89,1,3,1,At Risk
C01770,4,6,31330.59,5,3,3,Loyal
C01771,31,6,28769.53,4,3,3,Loyal
C01772,127,4,14085.67,2,2,1,Regular
C01773,12,7,16277.33,5,4,2,Champions
C01774,57,7,21900.13,3,4,2,Loyal
C01775,87,10,34072.03,2,5,4,At Risk
C01776,30,7,26086.93,4,4,3,Champions
C01777,68,6,17678.78,3,3,2,Loyal
C01778,48,3,15286.05,4,1,2,New / Promising
C01779,62,4,15582.439999999999,3,2,2,Regular
C01780,53,4,10773.9,3,2,1,Regular
C01781,175,5,13104.48,1,3,1,At Risk
C01782,113,7,34513.37,2,4,4,At Risk
C01783,22,11,28150.0,4,5,3,Champions
C01784,6,2,7608.88,5,1,1,New / Promising
C01785,81,11,106862.45,3,5,5,Loyal
C01786,19,8,38544.67,5,5,4,Champions
C01787,93,4,20555.760000000002,2,2,2,Regular
C01788,62,7,20323.07,3,4,2,Loyal
C01789,22,12,73111.92,4,5,5,Champions
C01790,12,7,22744.93,5,4,3,Champions
C01791,14,6,45167.240000000005,5,3,5,Loyal
C01792,66,2,16903.28,3,1,2,Regular
C01793,80,12,71446.16,3,5,5,Loyal
C01794,31,5,40058.06,4,3,4,Loyal
C01795,67,6,19137.5,3,3,2,Loyal
C01796,15,8,45751.36,5,5,5,Champions
C01797,132,1,3254.07,2,1,1,Regular
C01798,85,2,4136.4,3,1,1,Regular
C01799,38,11,45402.68,4,5,5,Champions
C01800,1,7,92758.88,5,4,5,Champions
C01801,99,7,39049.020000000004,2,4,4,At Risk
C01802,109,8,42962.94,2,5,4,At Risk
C01803,34,7,43623.98,4,4,4,Champions
C01804,7,9,29256.469999999998,5,5,3,Champions
C01805,95,9,35878.83,2,5,4,At Risk
C01806,33,5,13621.24,4,3,1,Loyal
C01807,47,5,27904.54,4,3,3,Loyal
C01808,229,6,24378.39,1,3,3,At Risk
C01809,1,12,68680.41,5,5,5,Champions
C01810,147,3,7816.09,2,1,1,Regular
C01811,125,6,31627.34,2,3,4,At Risk
C01812,12,6,24894.3,5,3,3,Loyal
C01813,110,8,34516.17,2,5,4,At Risk
C01814,95,8,19941.45,2,5,2,At Risk
C01815,55,13,82381.2,3,5,5,Loyal
C01816,318,5,21892.02,1,3,2,At Risk
C01817,45,13,61193.34,4,5,5,Champions
C01818,40,9,43898.64,4,5,4,Champions
C01819,148,7,24370.940000000002,2,4,3,At Risk
C01820,48,4,14893.51,4,2,1,New / Promising
C01821,103,6,30440.78,2,3,3,At Risk
C01822,58,4,18680.59,3,2,2,Regular
C01823,213,4,9351.04,1,2,1,Regular
C01824,72,6,28072.72,3,3,3,Loyal
C01825,176,8,26751.19,1,5,3,At Risk
C01826,42,11,39475.47,4,5,4,Champions
C01827,15,9,24120.63,5,5,3,Champions
C01828,183,6,19175.31,1,3,2,At Risk
C01829,10,7,33875.51,5,4,4,Champions
C01830,97,4,10122.91,2,2,1,Regular
C01831,8,5,25697.63,5,3,3,Loyal
C01832,44,8,32582.4,4,5,4,Champions
C01833,79,3,6749.75,3,1,1,Regular
C01834,5,9,20762.32,5,5,2,Champions
C01835,13,5,32597.68,5,3,4,Loyal
C01836,78,10,64182.76,3,5,5,Loyal
C01837,118,4,10126.12,2,2,1,Regular
C01838,202,4,38400.52,1,2,4,Regular
C01839,69,4,9446.56,3,2,1,Regular
C01840,273,4,27089.879999999997,1,2,3,Regular
C01841,25,4,33302.29,4,2,4,New / Promising
C01842,32,4,26371.76,4,2,3,New / Promising
C01843,43,7,22546.62,4,4,2,Champions
C01844,121,5,10610.23,2,3,1,At Risk
C01845,34,7,39227.55,4,4,4,Champions
C01846,39,9,63075.659999999996,4,5,5,Champions
C01847,83,3,9987.29,3,1,1,Regular
C01848,37,4,40049.76,4,2,4,New / Promising
C01849,251,3,48193.53999999999,1,1,5,Regular
C01850,85,1,3598.0,3,1,1,Regular
C01851,60,8,33074.17,3,5,4,Loyal
C01852,40,5,39294.65,4,3,4,Loyal
C01853,48,9,28360.559999999998,4,5,3,Champions
C01854,73,5,50658.82,3,3,5,Loyal
C01855,136,10,44845.01,2,5,5,At Risk
C01856,12,6,23875.22,5,3,3,Loyal
C01857,104,3,8058.83,2,1,1,Regular
C01858,129,4,19659.61,2,2,2,Regular
C01859,32,4,9477.33,4,2,1,New / Promising
C01860,20,6,22135.48,5,3,2,Loyal
C01861,197,10,42700.0,1,5,4,At Risk
C01862,16,10,43490.88,5,5,4,Champions
C01863,163,7,55142.43,1,4,5,At Risk
C01864,51,6,14392.6,3,3,1,Loyal
C01865,35,7,33690.53,4,4,4,Champions
C01866,105,5,16322.53,2,3,2,At Risk
C01867,109,9,43946.55,2,5,4,At Risk
C01868,112,5,16266.61,2,3,2,At Risk
C01869,50,5,65477.86,3,3,5,Loyal
C01870,133,7,95008.8,2,4,5,At Risk
C01871,74,8,40218.64,3,5,4,Loyal
C01872,21,6,28371.14,5,3,3,Loyal
C01873,194,5,25501.629999999997,1,3,3,At Risk
C01874,134,4,4549.81,2,2,1,Regular
C01875,465,2,16956.510000000002,1,1,2,Regular
C01876,215,9,24687.23,1,5,3,At Risk
C01877,147,6,39507.97,2,3,4,At Risk
C01878,67,9,67286.25,3,5,5,Loyal
C01879,37,6,10199.59,4,3,1,Loyal
C01880,2,6,27919.39,5,3,3,Loyal
C01881,123,7,32785.64,2,4,4,At Risk
C01882,188,6,21629.28,1,3,2,At Risk
C01883,17,6,51712.86,5,3,5,Loyal
C01884,19,3,9318.029999999999,5,1,1,New / Promising
C01885,58,5,18926.96,3,3,2,Loyal
C01886,67,6,12706.82,3,3,1,Loyal
C01887,32,5,24433.83,4,3,3,Loyal
C01888,150,4,33580.270000000004,2,2,4,Regular
C01889,80,3,23907.84,3,1,3,Regular
C01890,46,8,15656.33,4,5,2,Champions
C01891,231,5,22436.48,1,3,2,At Risk
C01892,42,7,48788.72,4,4,5,Champions
C01893,77,7,36281.81,3,4,4,Loyal
C01894,39,5,12413.44,4,3,1,Loyal
C01895,19,8,68210.16,5,5,5,Champions
C01896,38,7,48801.48,4,4,5,Champions
C01897,77,6,35275.9,3,3,4,Loyal
C01898,65,7,23683.96,3,4,3,Loyal
C01899,121,2,3349.63,2,1,1,Regular
C01900,65,6,13632.83,3,3,1,Loyal
C01901,27,4,15145.27,4,2,2,New / Promising
C01902,12,4,10698.88,5,2,1,New / Promising
C01903,13,9,29549.45,5,5,3,Champions
C01904,136,4,8200.66,2,2,1,Regular
C01905,40,6,56185.56,4,3,5,Loyal
C01906,158,1,3047.63,1,1,1,Regular
C01907,69,7,44588.76,3,4,4,Loyal
C01908,237,3,18418.09,1,1,2,Regular
C01909,256,3,11701.080000000002,1,1,1,Regular
C01910,387,4,40639.78,1,2,4,Regular
C01911,56,8,47342.32,3,5,5,Loyal
C01912,36,6,29708.15,4,3,3,Loyal
C01913,43,6,16727.16,4,3,2,Loyal
C01914,56,7,26445.81,3,4,3,Loyal
C01915,275,4,18809.61,1,2,2,Regular
C01916,52,7,31260.38,3,4,3,Loyal
C01917,164,8,39343.23,1,5,4,At Risk
C01918,26,8,29903.05,4,5,3,Champions
C01919,75,6,36772.74,3,3,4,Loyal
C01920,42,6,34758.24,4,3,4,Loyal
C01921,268,2,5715.08,1,1,1,Regular
C01922,117,3,11605.03,2,1,1,Regular
C01923,65,4,25956.78,3,2,3,Regular
C01924,14,9,56387.1,5,5,5,Champions
C01925,100,6,33320.240000000005,2,3,4,At Risk
C01926,314,5,24456.879999999997,1,3,3,At Risk
C01927,126,5,21823.16,2,3,2,At Risk
C01928,143,6,23579.03,2,3,3,At Risk
C01929,17,7,48545.43,5,4,5,Champions
C01930,12,9,36831.37,5,5,4,Champions
C01931,115,9,53768.03,2,5,5,At Risk
C01932,118,6,53902.0,2,3,5,At Risk
C01933,20,9,90623.01999999999,5,5,5,Champions
C01934,335,5,39931.85,1,3,4,At Risk
C01935,107,5,27161.6,2,3,3,At Risk
C01936,70,7,43037.54,3,4,4,Loyal
C01937,73,5,14855.49,3,3,1,Loyal
C01938,176,4,23121.43,1,2,3,Regular
C01939,199,7,32918.84,1,4,4,At Risk
C01940,47,7,27152.399999999998,4,4,3,Champions
C01941,35,10,93353.39,4,5,5,Champions
C01942,214,4,30564.83,1,2,3,Regular
C01943,91,5,8641.92,2,3,1,At Risk
C01944,36,7,47487.759999999995,4,4,5,Champions
C01945,32,7,19320.27,4,4,2,Champions
C01946,139,6,16605.42,2,3,2,At Risk
C01947,110,5,16408.81,2,3,2,At Risk
C01948,45,8,24564.52,4,5,3,Champions
C01949,87,4,13333.55,2,2,1,Regular
C01950,48,7,20329.69,4,4,2,Champions
C01951,99,5,10600.58,2,3,1,At Risk
C01952,433,3,7575.21,1,1,1,Regular
C01953,41,8,31538.4,4,5,4,Champions
C01954,206,6,32753.65,1,3,4,At Risk
C01955,160,4,33506.87,1,2,4,Regular
C01956,135,11,53944.45,2,5,5,At Risk
C01957,40,5,20554.7,4,3,2,Loyal
C01958,110,4,24792.12,2,2,3,Regular
C01959,108,8,74516.8,2,5,5,At Risk
C01960,138,5,17379.51,2,3,2,At Risk
C01961,47,6,24842.91,4,3,3,Loyal
C01962,100,3,19556.88,2,1,2,Regular
C01963,115,7,19049.25,2,4,2,At Risk
C01964,178,7,31051.91,1,4,3,At Risk
C01965,58,6,60154.63,3,3,5,Loyal
C01966,289,7,65044.42,1,4,5,At Risk
C01967,93,4,11814.87,2,2,1,Regular
C01968,328,1,2499.0,1,1,1,Regular
C01969,39,8,32023.91,4,5,4,Champions
C01970,10,4,11436.41,5,2,1,New / Promising
C01971,134,2,1710.85,2,1,1,Regular
C01972,206,9,45580.61,1,5,5,At Risk
C01973,55,10,39809.45,3,5,4,Loyal
C01974,24,7,24215.149999999998,4,4,3,Champions
C01975,9,5,29531.829999999998,5,3,3,Loyal
C01976,126,6,39547.08,2,3,4,At Risk
C01977,17,3,18999.22,5,1,2,New / Promising
C01978,28,3,11951.18,4,1,1,New / Promising
C01979,132,7,35074.11,2,4,4,At Risk
C01980,5,6,23222.8,5,3,3,Loyal
C01981,97,8,47087.55,2,5,5,At Risk
C01982,57,3,10316.39,3,1,1,Regular
C01983,62,4,23281.04,3,2,3,Regular
C01984,38,6,20985.45,4,3,2,Loyal
C01985,250,6,22298.53,1,3,2,At Risk
C01986,234,7,25674.230000000003,1,4,3,At Risk
C01987,243,6,22271.12,1,3,2,At Risk
C01988,22,6,77320.35,4,3,5,Loyal
C01989,167,3,26857.120000000003,1,1,3,Regular
C01990,61,7,54623.03,3,4,5,Loyal
C01991,14,8,37992.55,5,5,4,Champions
C01992,45,2,18077.260000000002,4,1,2,New / Promising
C01993,66,6,20641.91,3,3,2,Loyal
C01994,290,7,27288.17,1,4,3,At Risk
C01995,98,4,46160.15,2,2,5,Regular
C01996,173,5,48384.5,1,3,5,At Risk
C01997,13,5,46522.13,5,3,5,Loyal
C01998,31,3,9453.460000000001,4,1,1,New / Promising
C01999,58,4,10296.0,3,2,1,Regular
C02000,277,3,10120.869999999999,1,1,1,Regular
C02001,280,4,18299.07,1,2,2,Regular
C02002,46,6,27232.02,4,3,3,Loyal
C02003,96,7,29435.65,2,4,3,At Risk
C02004,270,2,11913.15,1,1,1,Regular
C02005,14,5,26903.620000000003,5,3,3,Loyal
C02006,229,2,16504.17,1,1,2,Regular
C02007,156,4,31944.53,1,2,4,Regular
C02008,69,3,24221.440000000002,3,1,3,Regular
C02009,4,8,38365.259999999995,5,5,4,Champions
C02010,64,6,47948.89,3,3,5,Loyal
C02011,13,5,26127.12,5,3,3,Loyal
C02012,161,5,46939.68,1,3,5,At Risk
C02013,18,6,31930.55,5,3,4,Loyal
C02014,12,12,65140.67,5,5,5,Champions
C02015,14,5,11546.96,5,3,1,Loyal
C02016,15,11,28627.83,5,5,3,Champions
C02017,8,10,45116.99,5,5,5,Champions
C02018,10,5,31903.000000000004,5,3,4,Loyal
C02019,168,5,14746.76,1,3,1,At Risk
C02020,6,5,18719.23,5,3,2,Loyal
C02021,81,4,14475.099999999999,3,2,1,Regular
C02022,31,15,105290.45000000001,4,5,5,Champions
C02023,27,7,32700.440000000002,4,4,4,Champions
C02024,104,2,3079.0,2,1,1,Regular
C02025,83,6,34929.49,3,3,4,Loyal
C02026,57,5,19883.09,3,3,2,Loyal
C02027,318,3,5250.79,1,1,1,Regular
C02028,17,5,21130.54,5,3,2,Loyal
C02029,150,3,11139.23,2,1,1,Regular
C02030,136,3,24992.45,2,1,3,Regular
C02031,22,6,27206.870000000003,4,3,3,Loyal
C02032,5,7,13480.630000000001,5,4,1,Champions
C02033,80,6,15645.92,3,3,2,Loyal
C02034,21,8,42694.82,5,5,4,Champions
C02035,255,4,14302.55,1,2,1,Regular
C02036,298,5,9609.04,1,3,1,At Risk
C02037,32,10,55193.57,4,5,5,Champions
C02038,51,7,53211.61,3,4,5,Loyal
C02039,33,8,125614.94,4,5,5,Champions
C02040,13,7,42355.16,5,4,4,Champions
C02041,202,3,9643.64,1,1,1,Regular
C02042,66,5,23571.11,3,3,3,Loyal
C02043,85,5,17797.260000000002,3,3,2,Loyal
C02044,79,5,25199.6,3,3,3,Loyal
C02045,73,8,69999.03,3,5,5,Loyal
C02046,10,7,20925.739999999998,5,4,2,Champions
C02047,10,8,27430.02,5,5,3,Champions
C02048,81,5,34507.0,3,3,4,Loyal
C02049,354,3,14009.380000000001,1,1,1,Regular
C02050,16,5,59946.34,5,3,5,Loyal
C02051,76,3,10289.400000000001,3,1,1,Regular
C02052,52,3,19482.25,3,1,2,Regular
C02053,7,4,16071.14,5,2,2,New / Promising
C02054,9,6,38702.4,5,3,4,Loyal
C02055,318,4,45362.85,1,2,5,Regular
C02056,77,4,34217.49,3,2,4,Regular
C02057,87,5,15768.699999999999,2,3,2,At Risk
C02058,69,7,31225.11,3,4,3,Loyal
C02059,79,7,25419.98,3,4,3,Loyal
C02060,205,5,35269.35,1,3,4,At Risk
C02061,178,5,97778.5,1,3,5,At Risk
C02062,122,10,73441.53,2,5,5,At Risk
C02063,99,6,16079.16,2,3,2,At Risk
C02064,143,6,15347.1,2,3,2,At Risk
C02065,28,3,3175.13,4,1,1,New / Promising
C02066,29,9,35808.36,4,5,4,Champions
C02067,26,9,34134.13,4,5,4,Champions
C02068,111,3,8823.24,2,1,1,Regular
C02069,87,8,25555.44,2,5,3,At Risk
C02070,20,5,18434.85,5,3,2,Loyal
C02071,6,10,56577.22,5,5,5,Champions
C02072,199,5,37809.04,1,3,4,At Risk
C02073,22,11,71185.5,4,5,5,Champions
C02074,83,6,23572.51,3,3,3,Loyal
C02075,92,4,35940.86,2,2,4,Regular
C02076,84,12,72429.98,3,5,5,Loyal
C02077,279,5,32726.02,1,3,4,At Risk
C02078,18,5,25745.7,5,3,3,Loyal
C02079,193,3,8629.55,1,1,1,Regular
C02080,64,8,58470.66,3,5,5,Loyal
C02081,459,1,27830.01,1,1,3,Regular
C02082,82,6,13606.109999999999,3,3,1,Loyal
C02083,33,6,25998.43,4,3,3,Loyal
C02084,166,5,17170.18,1,3,2,At Risk
C02085,66,8,43257.229999999996,3,5,4,Loyal
C02086,135,3,5532.110000000001,2,1,1,Regular
C02087,50,4,30417.45,3,2,3,Regular
C02088,50,4,17927.23,3,2,2,Regular
C02089,119,9,55277.65,2,5,5,At Risk
C02090,220,7,34396.97,1,4,4,At Risk
C02091,39,9,75248.22,4,5,5,Champions
C02092,46,5,29802.76,4,3,3,Loyal
C02093,17,5,35492.94,5,3,4,Loyal
C02094,281,2,16807.52,1,1,2,Regular
C02095,260,6,46347.81,1,3,5,At Risk
C02096,204,4,16826.77,1,2,2,Regular
C02097,113,7,16485.7,2,4,2,At Risk
C02098,43,6,62857.42,4,3,5,Loyal
C02099,26,6,51153.63,4,3,5,Loyal
C02100,9,7,20980.45,5,4,2,Champions
C02101,392,2,14966.09,1,1,1,Regular
C02102,248,3,44970.17,1,1,5,Regular
C02103,270,4,13603.68,1,2,1,Regular
C02104,75,5,20782.5,3,3,2,Loyal
C02105,42,5,22809.03,4,3,3,Loyal
C02106,50,8,20698.34,3,5,2,Loyal
C02107,85,2,8098.0,3,1,1,Regular
C02108,46,15,100172.20999999999,4,5,5,Champions
C02109,101,5,27872.38,2,3,3,At Risk
C02110,11,5,58962.41,5,3,5,Loyal
C02111,69,6,9556.05,3,3,1,Loyal
C02112,95,7,29596.14,2,4,3,At Risk
C02113,98,8,27697.949999999997,2,5,3,At Risk
C02114,26,6,45794.22,4,3,5,Loyal
C02115,182,4,29615.07,1,2,3,Regular
C02116,83,5,23520.14,3,3,3,Loyal
C02117,28,7,25357.24,4,4,3,Champions
C02118,255,4,9869.76,1,2,1,Regular
C02119,78,5,38347.3,3,3,4,Loyal
C02120,213,6,29322.62,1,3,3,At Risk
C02121,106,5,46630.98,2,3,5,At Risk
C02122,38,6,60385.2,4,3,5,Loyal
C02123,16,8,73572.25,5,5,5,Champions
C02124,71,5,14195.19,3,3,1,Loyal
C02125,38,11,54225.22,4,5,5,Champions
C02126,166,7,33026.119999999995,1,4,4,At Risk
C02127,112,4,22191.050000000003,2,2,2,Regular
C02128,137,7,62802.19,2,4,5,At Risk
C02129,84,6,19006.44,3,3,2,Loyal
C02130,285,2,8879.73,1,1,1,Regular
C02131,212,5,15515.08,1,3,2,At Risk
C02132,95,3,14961.329999999998,2,1,1,Regular
C02133,78,7,19661.58,3,4,2,Loyal
C02134,143,7,39842.66,2,4,4,At Risk
C02135,8,7,20693.61,5,4,2,Champions
C02136,62,4,16700.38,3,2,2,Regular
C02137,49,10,107385.72,3,5,5,Loyal
C02138,276,4,17294.94,1,2,2,Regular
C02139,1,9,43084.590000000004,5,5,4,Champions
C02140,44,4,24448.28,4,2,3,New / Promising
C02141,9,3,13205.42,5,1,1,New / Promising
C02142,13,11,67574.77,5,5,5,Champions
C02143,50,4,76688.58,3,2,5,Regular
C02144,50,4,8806.509999999998,3,2,1,Regular
C02145,18,5,18608.8,5,3,2,Loyal
C02146,137,4,33510.06,2,2,4,Regular
C02147,180,4,13943.43,1,2,1,Regular
C02148,133,8,35007.23,2,5,4,At Risk
C02149,475,1,2972.4,1,1,1,Regular
C02150,36,7,26937.079999999998,4,4,3,Champions
C02151,239,4,29688.41,1,2,3,Regular
C02152,26,9,37887.62,4,5,4,Champions
C02153,18,2,5698.0,5,1,1,New / Promising
C02154,45,10,36613.71,4,5,4,Champions
C02155,152,7,44008.649999999994,2,4,4,At Risk
C02156,29,4,17035.27,4,2,2,New / Promising
C02157,78,5,25924.94,3,3,3,Loyal
C02158,84,7,18255.24,3,4,2,Loyal
C02159,8,10,33075.6,5,5,4,Champions
C02160,53,3,26179.57,3,1,3,Regular
C02161,7,3,12776.02,5,1,1,New / Promising
C02162,204,4,41769.159999999996,1,2,4,Regular
C02163,135,6,20707.300000000003,2,3,2,At Risk
C02164,76,8,68775.08,3,5,5,Loyal
C02165,218,5,38389.46,1,3,4,At Risk
C02166,61,5,42243.04,3,3,4,Loyal
C02167,39,3,10977.22,4,1,1,New / Promising
C02168,55,7,71730.1,3,4,5,Loyal
C02169,43,5,27979.21,4,3,3,Loyal
C02170,20,7,38089.71,5,4,4,Champions
C02171,14,9,27548.09,5,5,3,Champions
C02172,113,5,17701.71,2,3,2,At Risk
C02173,301,2,2229.08,1,1,1,Regular
C02174,1,4,25466.75,5,2,3,New / Promising
C02175,183,4,15410.410000000002,1,2,2,Regular
C02176,99,4,37207.35,2,2,4,Regular
C02177,191,4,17220.07,1,2,2,Regular
C02178,21,6,36231.880000000005,5,3,4,Loyal
C02179,82,6,34235.659999999996,3,3,4,Loyal
C02180,3,7,43420.29,5,4,4,Champions
C02181,12,6,18582.27,5,3,2,Loyal
C02182,82,5,28371.71,3,3,3,Loyal
C02183,105,6,41827.8,2,3,4,At Risk
C02184,180,4,12167.54,1,2,1,Regular
C02185,43,3,30722.789999999997,4,1,3,New / Promising
C02186,199,6,55976.58,1,3,5,At Risk
C02187,294,5,15385.62,1,3,2,At Risk
C02188,67,11,60513.83,3,5,5,Loyal
C02189,116,5,24875.760000000002,2,3,3,At Risk
C02190,17,8,27164.81,5,5,3,Champions
C02191,33,10,34995.59,4,5,4,Champions
C02192,113,4,9042.77,2,2,1,Regular
C02193,46,7,14820.6,4,4,1,Champions
C02194,49,3,17511.48,3,1,2,Regular
C02195,11,7,26094.980000000003,5,4,3,Champions
C02196,37,9,57071.48,4,5,5,Champions
C02197,11,8,30670.23,5,5,3,Champions
C02198,118,4,8197.98,2,2,1,Regular
C02199,78,5,14471.080000000002,3,3,1,Loyal
C02200,177,4,22793.56,1,2,3,Regular
C02201,22,4,16216.810000000001,4,2,2,New / Promising
C02202,109,2,17514.57,2,1,2,Regular
C02203,108,4,10518.89,2,2,1,Regular
C02204,12,4,25844.879999999997,5,2,3,New / Promising
C02205,7,7,41244.27,5,4,4,Champions
C02206,22,9,35492.979999999996,4,5,4,Champions
C02207,2,10,39412.979999999996,5,5,4,Champions
C02208,33,3,5547.09,4,1,1,New / Promising
C02209,143,5,25903.2,2,3,3,At Risk
C02210,157,7,30682.230000000003,1,4,3,At Risk
C02211,19,3,36436.06,5,1,4,New / Promising
C02212,43,5,19662.71,4,3,2,Loyal
C02213,125,4,36503.729999999996,2,2,4,Regular
C02214,62,3,10621.71,3,1,1,Regular
C02215,8,9,33356.09,5,5,4,Champions
C02216,149,9,75799.39,2,5,5,At Risk
C02217,18,10,42589.57,5,5,4,Champions
C02218,216,6,34634.29,1,3,4,At Risk
C02219,208,3,3716.19,1,1,1,Regular
C02220,40,7,17948.15,4,4,2,Champions
C02221,52,8,18547.72,3,5,2,Loyal
C02222,29,5,34865.63,4,3,4,Loyal
C02223,19,4,7927.889999999999,5,2,1,New / Promising
C02224,16,5,25451.440000000002,5,3,3,Loyal
C02225,4,7,58441.0,5,4,5,Champions
C02226,72,9,59333.95,3,5,5,Loyal
C02227,116,12,26422.93,2,5,3,At Risk
C02228,61,5,41436.51,3,3,4,Loyal
C02229,102,5,51325.81,2,3,5,At Risk
C02230,25,6,19453.7,4,3,2,Loyal
C02231,266,4,51483.83,1,2,5,Regular
C02232,151,7,36893.509999999995,2,4,4,At Risk
C02233,5,6,22642.44,5,3,2,Loyal
C02234,9,8,42161.520000000004,5,5,4,Champions
C02235,23,8,51347.7,4,5,5,Champions
C02236,139,9,43322.46,2,5,4,At Risk
C02237,41,8,31313.84,4,5,3,Champions
C02238,328,2,6520.889999999999,1,1,1,Regular
C02239,92,4,12150.869999999999,2,2,1,Regular
C02240,86,8,38757.94,3,5,4,Loyal
C02241,81,5,36726.96,3,3,4,Loyal
C02242,83,7,37419.21,3,4,4,Loyal
C02243,111,5,25781.95,2,3,3,At Risk
C02244,71,5,25446.38,3,3,3,Loyal
C02245,321,5,33235.46,1,3,4,At Risk
C02246,107,6,54082.34,2,3,5,At Risk
C02247,89,4,4658.6900000000005,2,2,1,Regular
C02248,361,2,25534.18,1,1,3,Regular
C02249,54,7,27033.73,3,4,3,Loyal
C02250,24,4,8817.67,4,2,1,New / Promising
C02251,4,8,50062.24,5,5,5,Champions
C02252,352,3,55398.98,1,1,5,Regular
C02253,104,3,11958.42,2,1,1,Regular
C02254,217,4,8439.76,1,2,1,Regular
C02255,10,11,38256.94,5,5,4,Champions
C02256,148,8,63516.200000000004,2,5,5,At Risk
C02257,250,5,9582.15,1,3,1,At Risk
C02258,26,9,29953.75,4,5,3,Champions
C02259,21,9,34828.76,5,5,4,Champions
C02260,117,7,40506.36,2,4,4,At Risk
C02261,63,3,7936.500000000001,3,1,1,Regular
C02262,17,5,10756.31,5,3,1,Loyal
C02263,113,6,14851.76,2,3,1,At Risk
C02264,18,5,24972.88,5,3,3,Loyal
C02265,161,7,24924.25,1,4,3,At Risk
C02266,85,3,2731.42,3,1,1,Regular
C02267,416,2,4019.27,1,1,1,Regular
C02268,78,7,17328.23,3,4,2,Loyal
C02269,14,6,25299.58,5,4,3,Champions
C02270,213,6,31831.449999999997,1,4,4,At Risk
C02271,3,9,50467.33,5,5,5,Champions
C02272,8,6,67668.37,5,4,5,Champions
C02273,82,5,12767.75,3,3,1,Loyal
C02274,152,5,42335.149999999994,2,3,4,At Risk
C02275,64,5,22183.69,3,3,2,Loyal
C02276,77,6,12249.69,3,4,1,Loyal
C02277,186,7,23480.04,1,4,3,At Risk
C02278,36,6,41808.740000000005,4,4,4,Champions
C02279,15,8,20426.73,5,5,2,Champions
C02280,191,3,26277.87,1,1,3,Regular
C02281,5,4,29876.71,5,2,3,New / Promising
C02282,78,9,54907.39,3,5,5,Loyal
C02283,28,5,17536.879999999997,4,3,2,Loyal
C02284,74,11,47152.83,3,5,5,Loyal
C02285,28,6,20601.37,4,4,2,Champions
C02286,76,4,18346.41,3,2,2,Regular
C02287,15,7,30369.03,5,4,3,Champions
C02288,34,6,15066.33,4,4,2,Champions
C02289,121,3,4054.71,2,1,1,Regular
C02290,123,4,16517.12,2,2,2,Regular
C02291,95,7,29423.38,2,4,3,At Risk
C02292,125,4,17788.97,2,2,2,Regular
C02293,28,6,21591.329999999998,4,4,2,Champions
C02294,111,5,41476.94,2,3,4,At Risk
C02295,26,10,68210.38,4,5,5,Champions
C02296,15,7,32287.219999999998,5,4,4,Champions
C02297,69,4,20931.2,3,2,2,Regular
C02298,92,8,25993.83,2,5,3,At Risk
C02299,30,5,18603.370000000003,4,3,2,Loyal
C02300,34,8,68315.06,4,5,5,Champions
C02301,206,4,23315.7,1,2,3,Regular
C02302,53,5,23825.63,3,3,3,Loyal
C02303,26,10,60534.84,4,5,5,Champions
C02304,5,7,25959.09,5,4,3,Champions
C02305,219,6,15009.85,1,4,2,At Risk
C02306,127,4,22515.91,2,2,2,Regular
C02307,218,7,58895.34,1,4,5,At Risk
C02308,16,8,56699.36,5,5,5,Champions
C02309,9,6,22130.3,5,4,2,Champions
C02310,30,10,49895.1,4,5,5,Champions
C02311,33,12,62845.869999999995,4,5,5,Champions
C02312,29,4,24103.11,4,2,3,New / Promising
C02313,45,5,47963.22,4,3,5,Loyal
C02314,96,5,23418.989999999998,2,3,3,At Risk
C02315,175,8,17756.96,1,5,2,At Risk
C02316,184,3,20785.78,1,1,2,Regular
C02317,211,3,10043.96,1,1,1,Regular
C02318,21,7,27146.68,5,4,3,Champions
C02319,9,8,73347.68000000001,5,5,5,Champions
C02320,6,3,8059.0,5,1,1,New / Promising
C02321,198,3,22601.24,1,1,2,Regular
