session_id,session_date,channel,device,product_view,add_to_cart,checkout,purchase
S0035654,2025-01-03,Paid Search,Mobile,1,0,0,0
S0035655,2026-02-26,Email,Desktop,1,0,0,0
S0035656,2026-05-14,Paid Search,Desktop,0,0,0,0
S0035657,2025-01-08,Email,Mobile,1,0,0,0
S0035658,2026-07-29,Social,Desktop,0,0,0,0
S0035659,2025-06-19,Organic,Tablet,1,0,0,0
S0035660,2025-01-14,Social,Desktop,1,0,0,0
S0035661,2026-07-31,Direct,Mobile,0,0,0,0
S0035662,2025-06-22,Social,Mobile,1,1,0,0
S0035663,2025-02-17,Email,Desktop,0,0,0,0
S0035664,2025-10-26,Organic,Mobile,0,0,0,0
S0035665,2026-05-15,Paid Search,Desktop,1,1,0,0
S0035666,2026-04-01,Social,Desktop,0,0,0,0
S0035667,2025-08-19,Social,Mobile,1,1,1,0
S0035668,2025-06-19,Social,Mobile,1,1,1,1
S0035669,2025-07-01,Paid Search,Desktop,1,1,1,1
S0035670,2026-03-22,Direct,Mobile,1,0,0,0
S0035671,2026-04-26,Paid Search,Desktop,1,0,0,0
S0035672,2025-03-12,Organic,Tablet,1,0,0,0
S0035673,2025-07-11,Social,Mobile,1,0,0,0
S0035674,2025-09-13,Organic,Mobile,1,1,0,0
S0035675,2025-05-29,Organic,Mobile,1,0,0,0
S0035676,2025-08-16,Paid Search,Mobile,0,0,0,0
S0035677,2026-08-08,Organic,Desktop,1,0,0,0
S0035678,2026-03-01,Paid Search,Mobile,0,0,0,0
S0035679,2026-06-24,Social,Desktop,0,0,0,0
S0035680,2025-03-10,Direct,Mobile,1,1,0,0
S0035681,2025-02-28,Organic,Mobile,1,1,0,0
S0035682,2026-05-15,Email,Desktop,1,0,0,0
S0035683,2025-11-02,Organic,Mobile,1,1,1,0
S0035684,2026-06-04,Direct,Tablet,0,0,0,0
S0035685,2025-11-19,Direct,Mobile,0,0,0,0
S0035686,2025-04-25,Direct,Mobile,1,0,0,0
S0035687,2025-12-21,Email,Mobile,1,0,0,0
S0035688,2025-01-06,Paid Search,Mobile,0,0,0,0
S0035689,2026-06-08,Organic,Desktop,0,0,0,0
S0035690,2026-01-10,Email,Mobile,0,0,0,0
S0035691,2025-06-30,Email,Desktop,1,1,0,0
S0035692,2025-03-27,Organic,Mobile,1,0,0,0
S0035693,2025-12-23,Social,Desktop,1,1,0,0
S0035694,2026-02-01,Paid Search,Desktop,1,1,1,1
S0035695,2025-04-06,Social,Mobile,1,0,0,0
S0035696,2026-03-24,Email,Mobile,1,0,0,0
S0035697,2026-07-28,Social,Mobile,1,0,0,0
S0035698,2025-09-23,Social,Mobile,0,0,0,0
S0035699,2025-04-19,Organic,Mobile,0,0,0,0
S0035700,2026-07-12,Social,Tablet,1,0,0,0
S0035701,2025-06-18,Social,Mobile,1,0,0,0
S0035702,2025-07-28,Email,Mobile,0,0,0,0
S0035703,2025-01-16,Organic,Desktop,1,1,0,0
S0035704,2026-03-30,Direct,Mobile,0,0,0,0
S0035705,2026-04-02,Paid Search,Mobile,1,1,0,0
S0035706,2025-06-19,Email,Tablet,0,0,0,0
S0035707,2026-04-19,Organic,Mobile,0,0,0,0
S0035708,2026-04-27,Direct,Mobile,1,0,0,0
S0035709,2025-04-10,Organic,Mobile,1,1,1,1
S0035710,2026-01-02,Direct,Mobile,0,0,0,0
S0035711,2026-04-25,Direct,Mobile,1,0,0,0
S0035712,2026-04-17,Paid Search,Mobile,1,1,1,0
S0035713,2025-09-17,Direct,Mobile,1,0,0,0
S0035714,2025-02-24,Paid Search,Mobile,1,1,1,1
S0035715,2025-07-07,Organic,Desktop,1,0,0,0
S0035716,2026-07-06,Paid Search,Mobile,0,0,0,0
S0035717,2025-05-07,Organic,Desktop,1,1,1,1
S0035718,2026-04-07,Email,Tablet,1,1,1,1
S0035719,2025-01-09,Email,Mobile,0,0,0,0
S0035720,2025-07-29,Email,Mobile,1,0,0,0
S0035721,2026-04-12,Paid Search,Mobile,1,1,1,0
S0035722,2025-02-18,Social,Mobile,0,0,0,0
S0035723,2025-07-21,Paid Search,Mobile,1,1,1,0
S0035724,2025-06-09,Direct,Mobile,1,0,0,0
S0035725,2026-01-22,Organic,Mobile,0,0,0,0
S0035726,2026-06-25,Direct,Mobile,1,0,0,0
S0035727,2025-03-28,Organic,Mobile,0,0,0,0
S0035728,2025-05-16,Organic,Mobile,1,0,0,0
S0035729,2025-11-23,Direct,Mobile,0,0,0,0
S0035730,2025-08-19,Social,Mobile,1,1,1,0
S0035731,2026-03-19,Paid Search,Mobile,1,0,0,0
S0035732,2025-10-17,Organic,Mobile,1,0,0,0
S0035733,2026-06-22,Email,Mobile,0,0,0,0
S0035734,2025-12-04,Organic,Mobile,0,0,0,0
S0035735,2025-04-03,Social,Mobile,1,0,0,0
S0035736,2026-03-23,Organic,Mobile,0,0,0,0
S0035737,2026-05-23,Direct,Desktop,0,0,0,0
S0035738,2026-02-13,Paid Search,Mobile,1,0,0,0
S0035739,2026-08-18,Direct,Mobile,1,1,1,0
S0035740,2025-04-12,Direct,Mobile,1,1,0,0
S0035741,2025-02-19,Paid Search,Desktop,1,1,0,0
S0035742,2025-07-07,Direct,Mobile,0,0,0,0
S0035743,2026-07-02,Paid Search,Mobile,0,0,0,0
S0035744,2025-02-01,Social,Mobile,1,0,0,0
S0035745,2025-01-24,Paid Search,Desktop,1,0,0,0
S0035746,2026-08-29,Social,Mobile,1,1,1,1
S0035747,2026-03-19,Paid Search,Mobile,0,0,0,0
S0035748,2025-11-04,Social,Mobile,0,0,0,0
S0035749,2026-06-16,Organic,Mobile,0,0,0,0
S0035750,2026-01-21,Organic,Mobile,1,0,0,0
S0035751,2025-06-25,Organic,Mobile,1,1,1,1
S0035752,2026-04-01,Email,Mobile,1,0,0,0
S0035753,2026-05-15,Paid Search,Mobile,1,0,0,0
S0035754,2025-09-27,Social,Desktop,0,0,0,0
S0035755,2025-11-03,Organic,Mobile,1,1,1,1
S0035756,2025-12-05,Organic,Mobile,0,0,0,0
S0035757,2025-02-12,Direct,Desktop,0,0,0,0
S0035758,2025-12-21,Social,Desktop,1,1,0,0
S0035759,2026-06-03,Paid Search,Mobile,0,0,0,0
S0035760,2025-10-02,Organic,Mobile,1,0,0,0
S0035761,2025-06-02,Paid Search,Desktop,1,0,0,0
S0035762,2025-06-12,Organic,Mobile,1,0,0,0
S0035763,2025-06-27,Email,Mobile,1,1,1,1
S0035764,2026-04-10,Organic,Tablet,1,1,0,0
S0035765,2025-06-15,Direct,Mobile,0,0,0,0
S0035766,2026-06-02,Email,Mobile,0,0,0,0
S0035767,2026-07-23,Paid Search,Mobile,0,0,0,0
S0035768,2025-09-29,Direct,Mobile,1,1,0,0
S0035769,2026-06-09,Email,Mobile,1,0,0,0
S0035770,2026-05-01,Organic,Mobile,1,0,0,0
S0035771,2025-05-01,Paid Search,Mobile,0,0,0,0
S0035772,2025-08-10,Social,Mobile,1,1,1,0
S0035773,2026-02-19,Social,Mobile,1,0,0,0
S0035774,2026-07-03,Direct,Mobile,1,0,0,0
S0035775,2026-03-30,Social,Mobile,0,0,0,0
S0035776,2025-12-21,Email,Mobile,1,0,0,0
S0035777,2025-12-02,Paid Search,Desktop,1,0,0,0
S0035778,2025-09-24,Organic,Mobile,0,0,0,0
S0035779,2026-03-06,Organic,Mobile,0,0,0,0
S0035780,2026-01-05,Email,Mobile,0,0,0,0
S0035781,2026-05-31,Social,Mobile,0,0,0,0
S0035782,2025-07-27,Direct,Mobile,1,0,0,0
S0035783,2026-02-08,Organic,Desktop,0,0,0,0
S0035784,2026-05-17,Social,Desktop,1,0,0,0
S0035785,2026-02-09,Organic,Mobile,1,0,0,0
S0035786,2025-01-03,Email,Mobile,1,0,0,0
S0035787,2025-11-08,Direct,Desktop,0,0,0,0
S0035788,2025-01-31,Direct,Mobile,1,1,1,1
S0035789,2026-04-02,Organic,Desktop,1,0,0,0
S0035790,2025-02-14,Organic,Mobile,1,1,1,1
S0035791,2025-04-30,Social,Mobile,1,0,0,0
S0035792,2026-03-27,Email,Mobile,0,0,0,0
S0035793,2026-06-30,Paid Search,Mobile,1,0,0,0
S0035794,2025-06-19,Email,Mobile,1,0,0,0
S0035795,2025-09-06,Social,Mobile,0,0,0,0
S0035796,2025-06-07,Social,Desktop,1,1,1,1
S0035797,2025-09-21,Email,Mobile,1,1,1,1
S0035798,2026-02-21,Email,Desktop,1,0,0,0
S0035799,2026-04-23,Paid Search,Mobile,1,0,0,0
S0035800,2026-04-29,Social,Mobile,0,0,0,0
S0035801,2025-11-12,Email,Mobile,0,0,0,0
S0035802,2025-05-04,Social,Mobile,1,0,0,0
S0035803,2025-11-26,Email,Desktop,1,1,0,0
S0035804,2025-11-23,Direct,Mobile,1,1,1,1
S0035805,2025-04-12,Social,Mobile,1,1,1,1
S0035806,2025-01-10,Organic,Tablet,0,0,0,0
S0035807,2025-12-11,Organic,Mobile,1,1,0,0
S0035808,2026-08-21,Social,Desktop,0,0,0,0
S0035809,2025-09-21,Social,Mobile,1,0,0,0
S0035810,2025-02-21,Email,Mobile,1,0,0,0
S0035811,2025-05-25,Email,Mobile,1,0,0,0
S0035812,2025-01-29,Paid Search,Mobile,0,0,0,0
S0035813,2026-04-04,Email,Mobile,0,0,0,0
S0035814,2025-12-03,Email,Mobile,0,0,0,0
S0035815,2026-01-14,Direct,Desktop,1,1,1,1
S0035816,2026-06-30,Paid Search,Desktop,1,1,0,0
S0035817,2025-12-23,Paid Search,Mobile,1,0,0,0
S0035818,2025-05-20,Paid Search,Desktop,0,0,0,0
S0035819,2025-08-02,Paid Search,Desktop,1,1,1,0
S0035820,2026-06-16,Email,Mobile,0,0,0,0
S0035821,2025-05-17,Social,Desktop,0,0,0,0
S0035822,2025-07-10,Paid Search,Mobile,1,1,0,0
S0035823,2026-03-24,Paid Search,Desktop,1,0,0,0
S0035824,2025-10-09,Organic,Desktop,1,0,0,0
S0035825,2025-01-22,Paid Search,Mobile,0,0,0,0
S0035826,2025-03-01,Organic,Mobile,1,0,0,0
S0035827,2026-08-13,Paid Search,Mobile,1,1,0,0
S0035828,2025-05-10,Organic,Mobile,1,1,1,1
S0035829,2026-05-11,Social,Mobile,1,0,0,0
S0035830,2025-12-31,Organic,Mobile,1,0,0,0
S0035831,2026-01-22,Organic,Mobile,1,0,0,0
S0035832,2025-11-12,Paid Search,Mobile,1,1,1,0
S0035833,2025-08-05,Social,Desktop,1,1,0,0
S0035834,2026-01-13,Social,Mobile,1,0,0,0
S0035835,2025-12-25,Social,Mobile,0,0,0,0
S0035836,2025-07-18,Direct,Mobile,1,0,0,0
S0035837,2025-02-03,Direct,Mobile,1,0,0,0
S0035838,2026-04-15,Direct,Desktop,0,0,0,0
S0035839,2026-05-05,Social,Desktop,1,0,0,0
S0035840,2025-04-09,Paid Search,Mobile,1,0,0,0
S0035841,2025-03-18,Organic,Mobile,1,0,0,0
S0035842,2025-12-24,Social,Mobile,1,0,0,0
S0035843,2025-06-11,Organic,Mobile,1,0,0,0
S0035844,2025-12-01,Paid Search,Mobile,1,0,0,0
S0035845,2026-07-30,Direct,Mobile,1,1,1,1
S0035846,2025-10-19,Organic,Desktop,1,0,0,0
S0035847,2025-11-15,Social,Mobile,1,0,0,0
S0035848,2025-02-16,Email,Mobile,0,0,0,0
S0035849,2026-07-01,Organic,Mobile,0,0,0,0
S0035850,2026-03-24,Paid Search,Mobile,1,0,0,0
S0035851,2025-08-10,Social,Mobile,1,0,0,0
S0035852,2025-09-16,Social,Mobile,0,0,0,0
S0035853,2026-02-04,Paid Search,Mobile,1,0,0,0
S0035854,2025-02-19,Direct,Desktop,1,0,0,0
S0035855,2026-08-14,Email,Desktop,1,1,0,0
S0035856,2025-05-01,Organic,Mobile,1,1,0,0
S0035857,2025-06-07,Organic,Mobile,1,0,0,0
S0035858,2025-06-14,Organic,Desktop,0,0,0,0
S0035859,2025-05-18,Social,Desktop,1,1,1,1
S0035860,2026-04-08,Email,Mobile,1,0,0,0
S0035861,2026-05-31,Organic,Desktop,1,0,0,0
S0035862,2026-04-20,Direct,Mobile,0,0,0,0
S0035863,2026-06-06,Social,Desktop,0,0,0,0
S0035864,2026-01-30,Paid Search,Mobile,1,1,1,1
S0035865,2026-07-21,Paid Search,Desktop,1,0,0,0
S0035866,2026-04-04,Social,Desktop,1,0,0,0
S0035867,2025-05-09,Direct,Desktop,0,0,0,0
S0035868,2025-08-17,Email,Tablet,1,0,0,0
S0035869,2026-01-19,Organic,Mobile,1,0,0,0
S0035870,2025-03-03,Email,Desktop,1,1,1,1
S0035871,2025-10-27,Organic,Desktop,1,0,0,0
S0035872,2026-05-14,Direct,Desktop,0,0,0,0
S0035873,2025-03-21,Paid Search,Mobile,0,0,0,0
S0035874,2026-08-31,Organic,Mobile,1,1,1,1
S0035875,2025-04-10,Organic,Mobile,0,0,0,0
S0035876,2025-09-20,Organic,Tablet,1,0,0,0
S0035877,2025-04-10,Direct,Desktop,1,0,0,0
S0035878,2025-06-21,Paid Search,Desktop,1,0,0,0
S0035879,2026-05-27,Organic,Desktop,1,1,1,1
S0035880,2025-05-07,Paid Search,Mobile,1,0,0,0
S0035881,2025-12-29,Paid Search,Mobile,1,1,1,1
S0035882,2026-01-22,Organic,Mobile,1,0,0,0
S0035883,2025-12-19,Paid Search,Mobile,1,0,0,0
S0035884,2025-06-13,Direct,Mobile,1,0,0,0
S0035885,2026-09-01,Email,Mobile,0,0,0,0
S0035886,2026-06-21,Paid Search,Desktop,1,1,0,0
S0035887,2026-06-13,Direct,Mobile,1,1,0,0
S0035888,2026-09-02,Organic,Mobile,0,0,0,0
S0035889,2026-01-24,Direct,Mobile,0,0,0,0
S0035890,2025-08-13,Paid Search,Mobile,1,0,0,0
S0035891,2025-07-30,Email,Mobile,1,0,0,0
S0035892,2025-12-30,Paid Search,Mobile,1,0,0,0
S0035893,2025-01-23,Direct,Mobile,0,0,0,0
S0035894,2026-05-01,Email,Mobile,1,1,0,0
S0035895,2025-09-19,Social,Mobile,0,0,0,0
S0035896,2026-05-30,Direct,Mobile,1,0,0,0
S0035897,2025-11-13,Organic,Desktop,1,0,0,0
S0035898,2025-07-29,Organic,Mobile,1,0,0,0
S0035899,2026-07-09,Direct,Desktop,0,0,0,0
S0035900,2025-04-26,Direct,Mobile,1,0,0,0
S0035901,2025-11-20,Paid Search,Mobile,1,1,1,0
S0035902,2026-04-29,Organic,Mobile,0,0,0,0
S0035903,2026-08-24,Paid Search,Mobile,1,1,1,1
S0035904,2026-03-10,Paid Search,Mobile,0,0,0,0
S0035905,2025-12-23,Social,Desktop,0,0,0,0
S0035906,2026-06-03,Social,Mobile,1,1,0,0
S0035907,2026-07-27,Social,Mobile,1,0,0,0
S0035908,2025-07-03,Organic,Desktop,0,0,0,0
S0035909,2026-05-06,Social,Desktop,1,0,0,0
S0035910,2026-08-09,Organic,Mobile,1,0,0,0
S0035911,2026-08-25,Paid Search,Desktop,1,0,0,0
S0035912,2025-03-04,Organic,Mobile,1,0,0,0
S0035913,2025-11-15,Social,Mobile,1,0,0,0
S0035914,2025-12-29,Direct,Mobile,1,1,0,0
S0035915,2025-05-17,Paid Search,Mobile,1,1,0,0
S0035916,2025-08-22,Paid Search,Mobile,0,0,0,0
S0035917,2025-01-09,Paid Search,Mobile,0,0,0,0
S0035918,2026-03-11,Social,Desktop,1,0,0,0
S0035919,2026-05-29,Organic,Desktop,1,0,0,0
S0035920,2026-08-03,Paid Search,Desktop,1,0,0,0
S0035921,2026-07-18,Social,Mobile,1,0,0,0
S0035922,2025-12-05,Organic,Desktop,1,0,0,0
S0035923,2025-05-16,Direct,Mobile,1,1,1,1
S0035924,2026-02-16,Paid Search,Mobile,1,0,0,0
S0035925,2025-04-06,Paid Search,Desktop,0,0,0,0
S0035926,2025-06-19,Paid Search,Mobile,1,0,0,0
S0035927,2025-02-08,Paid Search,Mobile,1,0,0,0
S0035928,2026-07-24,Organic,Desktop,1,0,0,0
S0035929,2025-06-21,Direct,Mobile,1,1,1,0
S0035930,2026-01-15,Paid Search,Mobile,1,1,1,1
S0035931,2025-02-19,Paid Search,Mobile,1,0,0,0
S0035932,2026-03-10,Email,Mobile,1,0,0,0
S0035933,2025-07-14,Email,Desktop,1,0,0,0
S0035934,2026-01-13,Paid Search,Mobile,0,0,0,0
S0035935,2025-02-15,Email,Desktop,1,1,1,1
S0035936,2025-03-13,Direct,Mobile,1,1,1,0
S0035937,2026-07-13,Email,Mobile,1,0,0,0
S0035938,2026-07-20,Social,Mobile,0,0,0,0
S0035939,2026-02-06,Organic,Mobile,1,1,1,1
S0035940,2025-11-02,Email,Mobile,0,0,0,0
S0035941,2025-11-16,Organic,Mobile,0,0,0,0
S0035942,2026-05-07,Social,Mobile,0,0,0,0
S0035943,2026-04-07,Organic,Mobile,0,0,0,0
S0035944,2025-10-25,Direct,Mobile,1,1,0,0
S0035945,2026-04-12,Paid Search,Desktop,0,0,0,0
S0035946,2025-02-09,Paid Search,Desktop,1,1,1,1
S0035947,2026-02-06,Organic,Desktop,1,1,1,1
S0035948,2025-10-03,Paid Search,Mobile,0,0,0,0
S0035949,2026-02-12,Organic,Mobile,0,0,0,0
S0035950,2026-04-25,Organic,Mobile,1,1,0,0
S0035951,2025-10-27,Organic,Mobile,1,0,0,0
S0035952,2026-08-30,Organic,Desktop,0,0,0,0
S0035953,2026-08-06,Paid Search,Mobile,1,0,0,0
S0035954,2025-09-01,Organic,Mobile,1,0,0,0
S0035955,2026-01-15,Social,Mobile,1,1,0,0
S0035956,2025-09-04,Direct,Mobile,0,0,0,0
S0035957,2026-05-12,Social,Mobile,0,0,0,0
S0035958,2025-10-25,Organic,Tablet,1,1,0,0
S0035959,2025-01-17,Social,Mobile,1,1,1,1
S0035960,2026-01-01,Email,Mobile,1,0,0,0
S0035961,2025-08-03,Email,Mobile,1,0,0,0
S0035962,2025-05-01,Organic,Mobile,1,0,0,0
S0035963,2025-07-05,Paid Search,Mobile,0,0,0,0
S0035964,2026-07-05,Organic,Mobile,1,0,0,0
S0035965,2025-06-05,Social,Mobile,1,0,0,0
S0035966,2026-06-24,Social,Mobile,0,0,0,0
S0035967,2025-08-01,Paid Search,Mobile,0,0,0,0
S0035968,2025-10-01,Email,Mobile,1,1,1,0
S0035969,2026-05-31,Direct,Mobile,0,0,0,0
S0035970,2025-06-24,Organic,Tablet,1,1,1,1
S0035971,2025-09-15,Organic,Mobile,0,0,0,0
S0035972,2025-08-13,Social,Desktop,1,1,0,0
S0035973,2025-06-15,Organic,Mobile,1,1,1,1
S0035974,2026-06-21,Organic,Mobile,1,0,0,0
S0035975,2026-03-01,Organic,Mobile,0,0,0,0
S0035976,2025-03-15,Organic,Mobile,1,1,0,0
S0035977,2026-05-28,Email,Mobile,0,0,0,0
S0035978,2025-07-31,Organic,Desktop,1,0,0,0
S0035979,2025-04-19,Social,Mobile,1,1,0,0
S0035980,2025-02-07,Social,Mobile,1,0,0,0
S0035981,2025-07-23,Email,Mobile,1,0,0,0
S0035982,2025-06-26,Paid Search,Desktop,0,0,0,0
S0035983,2025-01-16,Email,Mobile,1,1,0,0
S0035984,2025-09-20,Organic,Tablet,1,0,0,0
S0035985,2026-01-17,Paid Search,Mobile,1,0,0,0
S0035986,2025-11-21,Direct,Mobile,1,0,0,0
S0035987,2025-03-03,Social,Desktop,1,0,0,0
S0035988,2026-05-17,Paid Search,Mobile,1,0,0,0
S0035989,2025-11-25,Paid Search,Mobile,0,0,0,0
S0035990,2026-05-27,Organic,Mobile,1,0,0,0
S0035991,2025-03-14,Organic,Mobile,1,0,0,0
S0035992,2025-12-19,Organic,Mobile,1,1,1,0
S0035993,2026-01-09,Paid Search,Mobile,1,0,0,0
S0035994,2026-05-05,Organic,Tablet,1,1,0,0
S0035995,2026-01-16,Organic,Desktop,0,0,0,0
S0035996,2025-10-05,Social,Desktop,0,0,0,0
S0035997,2025-05-30,Direct,Mobile,0,0,0,0
S0035998,2026-04-27,Social,Desktop,0,0,0,0
S0035999,2026-07-11,Social,Mobile,1,1,1,1
S0036000,2026-06-30,Email,Mobile,0,0,0,0
S0036001,2025-04-02,Organic,Mobile,1,0,0,0
S0036002,2025-06-27,Social,Mobile,1,1,0,0
S0036003,2025-02-05,Organic,Mobile,1,0,0,0
S0036004,2026-06-07,Direct,Desktop,0,0,0,0
S0036005,2026-05-31,Paid Search,Mobile,0,0,0,0
S0036006,2026-01-20,Organic,Mobile,1,0,0,0
S0036007,2025-01-16,Paid Search,Mobile,1,0,0,0
S0036008,2026-03-25,Paid Search,Desktop,1,0,0,0
S0036009,2026-06-25,Paid Search,Desktop,1,0,0,0
S0036010,2025-06-26,Social,Mobile,0,0,0,0
S0036011,2025-07-21,Organic,Mobile,1,0,0,0
S0036012,2025-09-30,Organic,Mobile,1,1,0,0
S0036013,2025-05-16,Organic,Mobile,0,0,0,0
S0036014,2025-12-16,Social,Mobile,0,0,0,0
S0036015,2026-02-24,Direct,Mobile,1,0,0,0
S0036016,2025-08-17,Direct,Tablet,1,0,0,0
S0036017,2025-01-18,Paid Search,Mobile,1,0,0,0
S0036018,2025-04-29,Organic,Mobile,0,0,0,0
S0036019,2025-05-25,Organic,Mobile,1,1,0,0
S0036020,2025-08-27,Organic,Mobile,1,1,1,1
S0036021,2026-04-16,Direct,Mobile,1,0,0,0
S0036022,2025-04-26,Direct,Mobile,1,0,0,0
S0036023,2025-03-02,Paid Search,Mobile,1,0,0,0
S0036024,2026-01-10,Paid Search,Tablet,1,0,0,0
S0036025,2026-02-19,Direct,Mobile,1,1,1,1
S0036026,2026-03-04,Direct,Mobile,1,1,1,1
S0036027,2026-05-03,Social,Desktop,1,1,1,0
S0036028,2025-06-22,Social,Mobile,1,0,0,0
S0036029,2025-01-14,Paid Search,Mobile,1,1,0,0
S0036030,2026-04-07,Social,Desktop,1,0,0,0
S0036031,2025-02-26,Organic,Desktop,1,1,0,0
S0036032,2025-04-23,Social,Mobile,0,0,0,0
S0036033,2025-12-30,Social,Mobile,1,0,0,0
S0036034,2026-02-20,Email,Mobile,1,0,0,0
S0036035,2025-07-03,Social,Mobile,1,0,0,0
S0036036,2026-07-21,Social,Mobile,1,0,0,0
S0036037,2025-05-07,Paid Search,Mobile,1,0,0,0
S0036038,2026-07-04,Paid Search,Mobile,1,0,0,0
S0036039,2025-12-08,Direct,Desktop,1,0,0,0
S0036040,2026-07-25,Paid Search,Mobile,1,1,1,1
S0036041,2025-08-21,Social,Desktop,0,0,0,0
S0036042,2026-06-10,Organic,Mobile,0,0,0,0
S0036043,2025-02-12,Paid Search,Tablet,0,0,0,0
S0036044,2026-05-10,Direct,Mobile,0,0,0,0
S0036045,2025-01-13,Social,Mobile,0,0,0,0
S0036046,2026-07-28,Social,Mobile,1,0,0,0
S0036047,2025-02-18,Direct,Mobile,0,0,0,0
S0036048,2025-09-27,Organic,Desktop,1,0,0,0
S0036049,2026-07-06,Paid Search,Mobile,1,0,0,0
S0036050,2025-07-14,Social,Mobile,1,0,0,0
S0036051,2026-05-25,Organic,Mobile,1,1,1,1
S0036052,2025-07-04,Organic,Mobile,0,0,0,0
S0036053,2025-11-17,Direct,Mobile,1,0,0,0
S0036054,2026-02-16,Paid Search,Desktop,0,0,0,0
S0036055,2025-04-28,Paid Search,Mobile,1,0,0,0
S0036056,2025-01-07,Paid Search,Mobile,1,1,0,0
S0036057,2025-09-11,Email,Mobile,0,0,0,0
S0036058,2025-06-14,Paid Search,Mobile,1,1,1,1
S0036059,2025-07-19,Organic,Mobile,0,0,0,0
S0036060,2025-11-27,Direct,Mobile,0,0,0,0
S0036061,2025-04-02,Direct,Desktop,1,0,0,0
S0036062,2025-08-18,Organic,Mobile,1,1,1,0
S0036063,2026-05-28,Organic,Mobile,0,0,0,0
S0036064,2026-01-18,Paid Search,Mobile,0,0,0,0
S0036065,2025-03-24,Paid Search,Mobile,1,0,0,0
S0036066,2025-09-04,Organic,Mobile,0,0,0,0
S0036067,2025-10-19,Paid Search,Mobile,0,0,0,0
S0036068,2026-03-20,Social,Mobile,1,0,0,0
S0036069,2026-02-06,Direct,Mobile,0,0,0,0
S0036070,2025-06-25,Organic,Mobile,0,0,0,0
S0036071,2025-06-12,Organic,Mobile,0,0,0,0
S0036072,2025-12-08,Email,Mobile,1,0,0,0
S0036073,2026-08-09,Social,Desktop,1,0,0,0
S0036074,2025-11-08,Organic,Tablet,1,1,0,0
S0036075,2025-08-05,Paid Search,Tablet,0,0,0,0
S0036076,2026-06-09,Direct,Mobile,0,0,0,0
S0036077,2025-12-19,Paid Search,Mobile,1,1,1,1
S0036078,2025-12-18,Social,Mobile,1,1,1,1
S0036079,2026-08-25,Email,Mobile,1,0,0,0
S0036080,2026-06-12,Direct,Mobile,1,0,0,0
S0036081,2026-03-05,Paid Search,Mobile,1,0,0,0
S0036082,2025-11-29,Direct,Mobile,0,0,0,0
S0036083,2025-08-08,Organic,Mobile,0,0,0,0
S0036084,2025-06-18,Paid Search,Desktop,0,0,0,0
S0036085,2026-07-04,Organic,Mobile,1,0,0,0
S0036086,2025-02-22,Paid Search,Desktop,0,0,0,0
S0036087,2026-05-15,Direct,Mobile,0,0,0,0
S0036088,2026-03-17,Organic,Mobile,1,1,0,0
S0036089,2025-09-08,Organic,Mobile,0,0,0,0
S0036090,2025-06-10,Social,Mobile,0,0,0,0
S0036091,2025-04-30,Organic,Mobile,1,0,0,0
S0036092,2025-09-11,Paid Search,Mobile,1,1,1,1
S0036093,2025-08-07,Organic,Mobile,1,0,0,0
S0036094,2025-09-09,Paid Search,Mobile,1,1,1,1
S0036095,2026-03-22,Paid Search,Desktop,1,0,0,0
S0036096,2025-08-06,Email,Mobile,1,1,0,0
S0036097,2025-01-21,Direct,Mobile,0,0,0,0
S0036098,2026-07-12,Email,Mobile,1,0,0,0
S0036099,2025-06-10,Paid Search,Mobile,1,0,0,0
S0036100,2026-06-24,Social,Mobile,1,0,0,0
S0036101,2025-04-25,Direct,Desktop,0,0,0,0
S0036102,2026-08-06,Paid Search,Mobile,0,0,0,0
S0036103,2026-03-18,Social,Mobile,1,1,0,0
S0036104,2026-08-09,Paid Search,Desktop,0,0,0,0
S0036105,2026-01-10,Organic,Mobile,1,0,0,0
S0036106,2025-11-06,Paid Search,Desktop,1,1,0,0
S0036107,2026-01-02,Direct,Mobile,0,0,0,0
S0036108,2025-08-24,Organic,Mobile,1,0,0,0
S0036109,2026-05-24,Paid Search,Mobile,1,0,0,0
S0036110,2025-09-24,Social,Mobile,1,0,0,0
S0036111,2026-02-09,Paid Search,Desktop,1,0,0,0
S0036112,2025-06-01,Direct,Desktop,1,0,0,0
S0036113,2025-02-24,Email,Mobile,1,1,0,0
S0036114,2025-12-26,Direct,Mobile,0,0,0,0
S0036115,2025-05-22,Organic,Mobile,0,0,0,0
S0036116,2025-03-22,Paid Search,Mobile,0,0,0,0
S0036117,2025-01-18,Social,Mobile,1,1,1,0
S0036118,2026-03-28,Organic,Desktop,1,0,0,0
S0036119,2026-03-12,Paid Search,Desktop,1,0,0,0
S0036120,2025-12-23,Paid Search,Mobile,1,1,1,0
S0036121,2026-01-15,Direct,Mobile,0,0,0,0
S0036122,2025-10-12,Organic,Mobile,1,0,0,0
S0036123,2026-03-04,Paid Search,Mobile,0,0,0,0
S0036124,2026-02-04,Social,Tablet,1,1,0,0
S0036125,2025-02-11,Organic,Mobile,1,0,0,0
S0036126,2025-12-05,Direct,Tablet,1,0,0,0
S0036127,2025-01-06,Email,Mobile,1,0,0,0
S0036128,2026-04-12,Direct,Mobile,0,0,0,0
S0036129,2025-10-28,Organic,Mobile,1,0,0,0
S0036130,2026-02-08,Social,Mobile,0,0,0,0
S0036131,2025-11-25,Social,Desktop,1,1,1,1
